,Station,Address,lat,lon,zipcode,Geo_FIPS,total_population_6.7_km,pop_below_18_6.7_km,pop_between_18_34_6.7_km,pop_between_34_65_6.7_km,pop_over_65_6.7_km,occupied_households_6.7_km,family_households_6.7_km,nonfamily_households_6.7_km,householder_less_than_high_school_6.7_km,householder_high_school_degree_6.7_km,householder_some_college_6.7_km,householder_bachelors_degree_6.7_km,older_than_3_in_school_6.7_km,older_than_3_not_in_school_6.7_km,not_high_school_grad_6.7_km,high_school_grad_6.7_km,employed_6.7_km,unemployed_6.7_km,not_in_labor_force_6.7_km,30_49_percet_income_to_rent_6.7_km,over_50_percent_income_to_rent_6.7_km,commuters_by_car_truck_van_6.7_km,commuters_by_car_truck_van_alone_6.7_km,commuters_by_car_truck_van_carpool_6.7_km,children_living_with_single_parents_6.7_km,private_sector_6.7_km,public_sector_6.7_km,self_employed_6.7_km,private_non-profit_6.7_km,unpaid_family_workers_6.7_km,households_social_security_income_6.7_km,households_SsI_6.7_km,households_retirement_income_6.7_km,housing_units_6.7_km,vacant_units_6.7_km,total_cars_6.7_km,concentrated_disadvantage_6.7_km,commute_time_6.7_km,median_household_income_6.7_km,average_household_size_6.7_km,population_density_6.7_km,median_house_value_6.7_km,ev_car_count_6.7_km,total_sessions,total_connection_time,total_amount,total_kwh,distance_freeway
38,AUI-10202,"6013 W Cadillac Ave, Los Angeles, CA",34.037672,-118.374714,90034,6037270300,637996.1926,108711.3507,181753.2486,256551.0892,90980.50395,275981.3432,132042.342,143939.0012,26446.47654,32574.70097,71391.06759,145569.0981,137963.8371,480263.4114,501.1682093,20759.94821,351405.9822,22631.55913,166780.157,44752.47952,52416.16113,270028.6409,248393.1835,21635.45734,27895.77182,226897.6031,33817.01839,65005.50829,25135.98732,549.8650416,59424.15885,14068.93721,27145.55824,301564.8946,25583.55144,520397.9026,-0.103706444,28.48174787,85805.58322,2.389268514,11752.72702,1003221.272,9465.003262,12,17:23,27.07,56.279,3.061780027
39,AUI-10253,"587 S Hobart Blvd, Los Angeles, CA",34.0638047,-118.3055059,90006,6037211802,966766.5877,169351.6422,315713.5826,373227.8559,108473.507,382985.4122,181204.0917,201781.3205,76485.83206,59396.15167,91577.90419,155525.5243,226250.8637,709761.8169,1977.180809,40164.81304,518089.0758,41116.73321,255863.7773,84519.41878,94343.63607,342518.4217,306822.1365,35696.28529,59175.81295,355467.7794,35336.00733,93031.36877,33549.49811,704.4222096,68320.85164,28272.92601,22377.33508,420761.1787,37775.76645,684517.3999,0.424781394,30.81042148,60619.0054,2.514353574,17820.02533,813631.2664,8293.072915,116,564:03:00,213.56,729.65,2.154780472
40,AUI-10215,"609 W Alpine St, Los Angeles, CA",34.063369,-118.241175,90012,6037207103,860889.354,176584.4945,274402.2693,318233.4667,91669.12345,288870.6146,163604.1631,125266.4515,87079.28943,50053.0825,61477.01464,90261.22807,226685.2695,604451.4986,2337.302891,43360.61675,425371.8011,35610.37722,242902.1467,64104.17375,68410.65712,279589.8245,242454.5369,37135.28753,61552.37257,300477.1804,32375.03302,65254.31925,26629.76997,635.4985203,57096.94614,24505.46957,16717.27389,312479.1142,23608.49954,509492.4781,0.386055177,31.33926294,52325.45853,2.973397353,15913.51556,569506.576,6296.024029,107,283:28:00,154.69,1086.834,1.515521511
41,AUI-10219,"6438 N Fulton Ave, Los Angeles, CA",34.18744,-118.422412,91401,6037123520,579392.7537,124562.2372,162412.9254,228436.4066,63981.18457,201167.3826,124587.5771,76579.80545,37888.04964,34779.27799,57136.40415,71363.65081,142552.8657,415547.0098,1181.010567,25902.44999,300659.9822,24967.74357,143356.3838,36023.06618,44025.98947,241116.8915,213379.4238,27737.46772,33996.45145,210152.7906,22916.51979,50900.90301,16323.03591,366.7328591,39974.9936,13547.96359,16664.99872,211435.0011,10267.61854,381695.7423,-0.081540773,31.5806614,75838.78691,3.011262699,10739.53357,645135.5909,6425.696618,138,611:40:00,748.21,1810.076,1.595635176
42,AUI-10242,"1109 South La Brea Ave, Los Angeles, CA",34.054634,-118.343996,90019,6037216200,883666.2149,153797.2366,276067.6518,346481.3468,107319.9796,361680.703,172996.4623,188684.2407,59159.48466,54570.23841,89533.15427,158417.8256,201214.6337,654472.9312,1437.802154,35034.35257,481788.671,36148.53946,228309.0575,74394.06214,85685.3184,335712.8541,304315.3512,31397.50293,50237.15699,327001.5825,34727.85533,88324.5159,31015.40783,719.3094921,67764.50929,23617.78773,25202.8448,398590.4634,36909.76047,658037.7538,0.107605393,30.19365734,72157.37277,2.452359239,16265.30675,937713.2562,8692.172194,71,306:51:00,95.27,1401.968,1.91493501
43,AUI-10272,"7614 N Louise Ave, Los Angeles, CA",34.2088705,-118.5096412,91406,6037131100,521440.3154,118693.0107,136194.9295,204365.4104,62186.96478,166323.9865,114442.3184,51881.66807,29902.19026,31998.45081,48804.49433,55618.85107,144647.8514,357620.6853,964.2009885,27678.74743,260974.4778,19821.63777,135794.6941,26231.56589,32190.21773,211312.0775,184223.2789,27088.79864,32410.76823,179714.8552,24204.51571,41144.8905,15548.42711,361.789303,38275.12207,11205.72933,17340.95128,173905.2104,7581.223933,314876.1491,-0.355461094,32.22660562,78278.08445,3.125101456,9625.182036,604498.2547,4874.400227,61,144:28:00,221.9,765.377,2.783999045
44,AUI-10260,"9866 N De Soto Ave, Los Angeles, CA",34.249545,-118.5883922,91311,6037113303,292319.8421,59959.0097,74628.46794,116971.7002,40760.6642,93363.48694,66516.49979,26846.98715,12014.72406,16311.47008,28991.74704,36045.54577,80394.88889,202156.3583,504.5959597,15657.02317,149551.2633,9537.524904,80972.27923,11932.0127,13347.05222,122518.606,106859.6605,15658.94546,13866.01855,102448.4599,14784.32216,21627.06351,10404.49101,286.9266997,24775.76948,5493.761222,12083.57953,97546.6963,4183.209358,178492.7418,-0.475755173,30.11325259,84186.87625,2.718881327,5395.428942,556511.3552,2885.680947,35,60:03:00,83.36,383.122,1.373663279
45,AUI-10258,"11118 S Main St, Los Angeles, CA",33.934146,-118.2737655,90061,6037241110,755712.3358,216144.2622,202023.1905,268876.7369,68668.14625,203849.3754,155173.9596,48675.41586,72877.0664,50425.18115,57107.87351,23439.25438,224005.1067,497538.7813,2355.54964,44791.42551,316210.9279,30584.96515,217226.2355,33305.17736,44639.98367,260428.0578,223465.3069,36962.75087,78706.12086,236002.0549,35823.2606,31003.31742,12987.02759,395.2673518,48819.6843,20120.70733,21882.32598,212995.265,9145.889577,376847.3737,0.678493944,32.18663126,48173.33795,3.661811753,13915.15365,367298.6011,1452.540638,20,48:52:00,21.92,162.301,1.333340257
46,AUI-10222,"3840 S Western Ave, Los Angeles, CA",34.016127,-118.3087569,90062,6037231300,958084.3763,219983.2268,283409.0293,357046.9324,97645.1878,320973.9141,189177.5001,131796.414,92640.60949,62266.5612,81490.54629,84576.19715,263249.3596,657906.7366,2462.860303,50780.1592,455129.3749,38806.55408,268465.922,66158.622,81804.07537,314188.7282,274594.2853,39594.44286,82590.94764,325287.0691,38326.51932,65634.33777,25332.30648,549.1423075,65279.95887,27429.73142,26913.84157,346146.851,25172.93683,570167.6991,0.605570488,32.96106219,49390.60563,2.986763604,17633.54453,560900.8616,4835.692474,13,16:56,33.95,97.768,1.890432184
47,AUI-10209,"11730 National Blvd, Los Angeles, CA",34.0218937,-118.4394675,90064,6037271500,521811.4016,77535.77373,170589.2257,198652.3013,75034.10084,232351.2152,103764.09,128587.1253,11112.02002,18214.33678,50870.40433,152154.4541,126537.9995,379371.1307,301.101195,25242.36052,295307.4629,17803.45071,139115.0636,34737.08415,37444.20495,216046.5563,199642.7153,16403.84105,15476.04796,184487.1529,30194.60924,57218.71696,22929.67471,477.3090805,47214.47307,7698.574182,22351.28707,254612.6494,22261.43419,443381.1915,-0.250493823,26.56087462,108006.3525,2.245355266,10444.28577,1212745.893,12205.37507,39,95:12:00,170.65,355.88,1.61378364
48,AUI-10210,"11667 W Santa Monica Blvd, Los Angeles, CA",34.044141,-118.455429,90025,6037267501,449142.582,68038.62622,146602.6724,167763.2951,66737.98819,199400.4127,89076.50503,110323.9077,9045.332073,15025.65645,41499.90682,133829.5173,111499.0964,324376.2281,222.945965,22083.39944,250831.8095,15363.53576,122137.2755,29331.10719,31948.29923,180874.4761,167022.9288,13851.54728,12981.16702,153752.3163,25892.41182,51392.5639,19342.4607,452.0567173,41465.15397,6440.97624,18647.78086,219560.0498,20159.63714,379845.1394,-0.417577159,25.94660922,135435.3745,2.347273826,8677.157464,1457704.312,11234.11875,77,187:31:00,79.35,938.178,1.322098659
49,AUI-10213,"10478 W Wilshire Blvd, Los Angeles, CA",34.0647503,-118.4310256,90024-2613,6037265700,430908.9441,62279.36784,142946.8786,160336.95,65345.74766,192249.7919,84011.3378,108238.4541,7541.344818,14467.0206,41890.12354,128351.303,104991.3086,313701.6756,132.4158264,21249.6103,242808.7277,14220.8555,118404.1097,27801.38585,31431.54251,178530.5001,165772.1313,12758.36881,11610.23578,147766.1444,24723.40474,50920.88609,18962.74647,435.5460207,40259.52372,6167.962061,17553.86749,212232.6271,19982.83517,367281.315,-0.482135993,26.03985154,138914.0565,2.387153667,7933.775338,1481531.326,10757.18348,81,210:05:00,219.77,917.149,2.638738744
50,AUI-10211,"8334 Lincoln Blvd, Los Angeles, CA",33.9618772,-118.4208079,90293,6037276500,323391.138,59410.19553,89517.06335,132310.1261,42153.753,133616.3058,70767.37275,62848.93307,11675.37927,13496.7744,35953.91137,72490.24078,74601.36088,236871.8922,466.8194271,12833.98245,180325.6698,12106.92807,77397.66551,19808.24591,20355.68854,141007.8176,128426.5108,12581.30682,16264.60953,118220.205,17916.45166,30348.08555,13517.53366,323.3939382,27509.40437,4788.14327,15181.25904,143576.7961,9960.490267,256792.1923,-0.304892947,28.68617002,99783.96602,2.42990299,7833.410547,1029197.298,5945.18642,67,156:46:00,154.54,731.494,2.159787836
51,AUI-10221,"12159 W Olympic Blvd, Los Angeles, CA",34.032711,-118.4550231,90064,6037267600,469485.4748,70074.25259,152897.7365,177433.9442,69079.54156,209808.1875,93067.85503,116740.3324,9809.979466,15826.13203,44515.02646,139657.0495,114103.9497,341245.4113,267.6439333,22335.52696,264360.8705,16168.59507,126139.7208,31387.3643,33549.22758,191364.56,176857.9982,14506.56181,13711.54989,163393.9696,27169.95031,53329.13658,20058.55093,409.2630577,43145.5472,6745.140649,19896.53746,230407.084,20598.89658,400022.0886,-0.35700947,26.33582069,124951.0632,2.294532534,9550.885145,1382453.92,11423.35624,13,19:23,29.39,101.938,1.235582991
52,AUI-10217,"6646 W Sunset Blvd, Los Angeles, CA",34.0978525,-118.3348393,90028,6037190700,654242.0591,99674.78065,205061.6562,269052.6443,80452.97793,291070.9554,126583.6645,164487.291,35255.57947,39114.94121,68047.22024,148653.2145,127487.1585,507089.7535,734.4937779,18911.69955,383396.1259,27501.77876,153390.1114,59696.22913,65932.59365,268183.8728,246009.2246,22174.64818,30139.77104,257333.6472,23697.66675,77509.8227,24259.99032,594.998888,49555.58009,15958.28703,17471.95818,324765.1432,33694.18778,536372.2242,0.812410945,26.87586195,93027.38456,2.244220372,12068.48156,1116257.522,8762.415543,135,262:50:00,464.54,1249.104,1.099057981
53,AUI-10208,"12237 W Santa Monica Blvd, Los Angeles, CA",34.0400118,-118.4655934,90025,6037267402,418892.286,61688.60139,138556.2049,156535.2985,62112.1812,187250.4522,82225.7802,105024.672,8079.097946,13563.77047,38670.44459,126937.1392,103904.6778,302557.2794,200.752985,20864.26825,234940.5752,14610.02137,114166.605,27640.68822,29986.2107,168015.4671,155096.0377,12919.42941,11804.95406,144049.921,24674.90534,47861.76945,17989.64398,364.3354485,38715.07665,5834.95929,17597.59225,206086.4623,18836.01008,356742.3125,-0.410507734,26.32486351,137444.7582,2.311991954,8593.551755,1464433.825,10601.03128,242,563:31:00,575.01,3281.288,1.431637982
54,AUI-10271,"11816 W Major St, Los Angeles, CA",33.984934,-118.4002577,90230,6037275603,465442.0474,84918.31588,130109.6296,189395.0493,61019.05257,193149.4202,100636.8047,92512.61552,19179.00231,22008.12961,54244.49475,97717.79354,107671.5457,341560.0796,600.1008721,18197.09588,254060.5131,18037.20261,117190.6863,29561.5512,31993.26922,200615.7947,182832.7378,17783.05682,23815.67001,165996.887,28336.80127,40429.44969,18896.02587,401.3492801,41169.8101,8532.968653,22925.98239,206888.4957,13739.0755,368698.8349,-0.121542359,28.71261226,87539.47701,2.464126224,8951.706755,838057.5544,7427.219739,21,33:52:00,16.4,112.958,1.390274466
55,AUI-10252,"11677 San Vicente Blvd, Los Angeles, CA",34.0542471,-118.4651397,90049,6037264103,372840.4529,56146.35285,122373.2889,136553.5102,57767.30094,164241.1368,73713.92446,90527.21231,6258.81008,11364.75332,33096.40146,113521.1719,96999.87703,264919.9218,136.1400363,20181.07901,203603.9925,12716.93606,106571.9298,23197.40706,25832.00108,145219.3686,134330.9337,10888.43485,10605.27508,122281.9283,22404.55583,42657.06037,15830.01615,430.4318546,35670.74131,5107.833425,15843.64539,181484.3547,17243.21789,313031.6984,-0.492111901,26.05915258,151712.8943,2.37571673,7171.738407,1529286.883,10182.93231,60,135:11:00,151.49,799.72,1.260714534
56,AUI-10250,"8624 S Wilton Pl, Los Angeles, CA",33.9591244,-118.314752,90047,6037238400,768485.6071,204537.0528,203009.7823,284021.8263,76916.94575,232802.3683,159694.631,73107.73737,68690.04471,52863.07623,72043.84609,39205.40129,217948.177,516059.3807,2160.222936,41308.11479,337675.5761,32130.31074,216759.5139,39430.83205,54403.96657,272448.8994,236821.5621,35627.33731,78258.48617,242247.9262,40275.54896,37274.70425,17489.09221,388.3045432,55042.16801,21865.716,28093.95123,245795.5577,12993.18943,429474.8615,0.664278728,32.787829,51008.07305,3.255298892,14144.23121,433396.0049,2121.438749,6,5:42,8.59,39.544,2.379384452
57,AUI-10246,"1516 N North Spring St, Los Angeles, CA",34.0678286,-118.2305633,90012,6037206010,792112.4168,163871.3899,246725.4606,294669.6627,86845.9036,265514.3457,152126.4436,113387.902,80265.42532,45589.60908,56959.09608,82700.21521,202956.5634,561003.2909,2128.126455,36602.75348,391962.1822,32508.6595,222121.3025,56537.48591,59509.65354,262108.8419,226026.2126,36082.62936,55801.79328,275485.5767,32295.89781,59110.32023,24520.9346,549.4528424,54765.3913,23000.38174,16834.76418,286508.6554,20994.30972,470107.9081,0.316102232,31.34836339,55154.18638,2.973940271,14648.11142,564100.9409,6276.319084,46,121:07:00,32.97,372.329,1.60933044
58,AUI-10220,"616 W Washington Blvd, Los Angeles, CA",34.0347482,-118.2737356,90015,6037224020,970062.9618,215192.892,303382.522,355667.2283,95820.31945,317432.7914,183918.272,133514.5194,99823.64947,59602.31253,71720.25557,86286.57385,261039.9856,672189.5617,2672.528642,50223.48007,465105.5829,37799.02343,275556.5717,70535.42759,82350.25305,308730.2406,268796.3922,39933.84844,79901.98684,335719.431,32879.55562,70998.01828,24888.36877,620.2092872,61531.98814,28053.43583,19419.527,342961.555,25528.76356,557750.9282,0.509758973,32.27818805,46001.82298,3.021784052,17875.73235,554150.6952,5650.391558,23,26:17:00,39.43,92.755,0.703607184
59,AUI-10243,"13076 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,572326.1912,129506.2146,153403.6977,224886.7696,64529.50935,185539.8608,123230.1232,62309.73756,37508.27533,34652.88641,52719.25307,60659.44595,146436.7081,404090.6464,1236.576081,27610.45197,290572.5153,23382.30534,143801.1227,31257.0387,37837.54189,236689.5333,208155.3578,28534.17554,33385.59854,201930.5463,24633.232,47394.89451,16219.30036,394.5421546,39917.1557,12952.65818,16965.68292,193457.4163,7917.555523,351056.1558,-0.197957501,31.81193102,73847.81793,3.201453095,10601.64603,579931.9555,5573.087829,3,0:00,0,0.139,2.705201734
60,AUI-10204,"2843 S Flower St, Los Angeles, CA",34.0262014,-118.2760072,90007,6037224700,981889.4736,223641.8248,304213.9398,358566.3844,95467.32465,316920.5241,186640.0999,130280.4242,102337.4884,61881.32151,72905.92946,79795.78474,268199.0942,675870.5578,2737.326974,51766.9154,462391.0638,38565.00209,281688.4963,69886.62881,82970.77305,309619.7943,268765.7032,40854.09112,83957.15128,335511.0719,33807.01556,68156.72917,24330.65599,585.5911289,62007.94598,28955.20473,20264.60361,341736.8059,24816.28182,556887.8844,0.566582526,32.58215363,44214.11557,3.068546072,18088.54519,519243.5609,5127.427062,150,257:53:00,235.9,1185.914,1.298632788
61,AUI-10200,"182 S Alameda St, Los Angeles, CA",34.047486,-118.2378968,90012,6037206031,842894.6515,187284.8978,268779.6575,303061.8029,83768.29337,268265.3359,158158.5997,110106.7363,92387.51246,48145.46193,55854.61766,71877.74388,234057.3037,578109.4879,2492.402204,45662.78314,400500.1434,34708.14949,241422.6015,60311.25752,65616.48076,262480.7948,225731.727,36749.06783,67770.29619,291549.2477,29116.25962,56911.32441,22418.35455,504.9571409,52969.69169,23838.15548,15010.83843,289321.5786,21056.24268,470069.4055,0.426968438,31.15073183,48544.99083,3.076163757,15567.50058,512261.8176,5408.203781,207,595:58:00,587.23,3000.431,1.45706809
62,AUI-10227,"19135 W Victory Blvd, Los Angeles, CA",34.186682,-118.549965,91335,6037133100,398951.3809,84369.85762,102084.4908,159571.121,52925.91148,133930.5703,90400.96778,43529.6025,17477.61275,22831.27702,40909.83349,52711.84702,105840.6594,278965.618,590.037602,19368.60438,204641.3181,13481.63596,106145.055,18462.24241,22285.23528,166517.055,146756.0138,19761.0412,21938.12935,140372.2987,17978.2756,33757.88348,12251.41016,281.4502119,32918.46841,8391.917692,14690.05798,140989.0384,7058.46807,255864.6731,-0.50792089,32.91671328,94203.23573,2.987926257,7365.613189,723801.1702,4573.010778,49,245:58:00,89.72,483.443,1.755975552
63,AUI-10235,"12387 W Osborne St, Los Angeles, CA",34.2609217,-118.4031581,91331,6037104704,380833.2999,94256.34467,101691.0542,143761.9916,41123.90943,97194.64554,77007.36141,20187.28413,32200.49634,23027.5811,24525.69642,17440.87168,107078.4511,260153.1956,803.115906,21905.92375,177349.4785,13349.15282,107394.3113,11940.60238,16109.79452,149535.3204,128032.5448,21502.77563,21559.18824,125665.2355,17904.90807,22665.79139,10862.37617,251.1674302,25204.26295,8188.767066,10931.82799,101394.7867,4200.141193,182411.3095,-0.292225365,32.36535345,66424.67437,3.610382182,7051.016018,460659.6229,1342.358306,102,260:23:00,246.43,1462.296,2.027760243
64,AUI-10206,"6765 W Foothill Blvd, Los Angeles, CA",34.2479199,-118.2792176,91042,6037101220,108363.8836,21037.3384,21339.85332,47989.3781,17997.31377,38255.43577,28080.41914,10175.01663,2734.109502,6214.488513,12264.45591,17042.38185,26428.88731,79231.37908,86.13681087,4974.497593,53246.20425,2975.332723,33765.13171,3043.577035,4135.597374,46820.82086,42370.39147,4450.429389,3580.346325,32176.9718,7489.053299,8194.673205,5200.553135,184.9528114,10721.04483,2481.207425,6376.114406,40715.00337,2459.567598,73587.60485,-0.845512773,32.47254991,100412.6545,2.75693852,1997.905208,672310.9646,1718.360444,108,259:11:00,199.01,1055.438,1.719342171
65,AUI-10266,"12518 W Oxnard St, Los Angeles, CA",34.180236,-118.5055565,91316,6037980024,424665.7211,94378.30332,107126.2521,170174.4316,52986.73408,145201.7091,95503.2241,49698.48503,22406.6886,25064.42826,42036.25536,55694.33692,109867.2513,299201.0107,710.0132554,19658.55834,217824.227,16663.09251,106287.5079,23048.25912,27883.96106,175146.8388,154696.0235,20450.81528,25013.43476,147131.1411,18243.72962,39687.31605,12421.14889,340.8913914,32968.57743,9049.381869,14369.48025,151898.1996,6696.490417,276470.0393,-0.46734004,32.69125991,102249.2159,2.95826302,7840.835815,807308.2787,5872.809023,25,32:46:00,43.81,186.468,2.007965033
66,AUI-10264,"12728 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,572326.1912,129506.2146,153403.6977,224886.7696,64529.50935,185539.8608,123230.1232,62309.73756,37508.27533,34652.88641,52719.25307,60659.44595,146436.7081,404090.6464,1236.576081,27610.45197,290572.5153,23382.30534,143801.1227,31257.0387,37837.54189,236689.5333,208155.3578,28534.17554,33385.59854,201930.5463,24633.232,47394.89451,16219.30036,394.5421546,39917.1557,12952.65818,16965.68292,193457.4163,7917.555523,351056.1558,-0.197957501,31.81193102,73847.81793,3.201453095,10601.64603,579931.9555,5573.087829,45,82:41:00,74.99,360.141,2.705201734
67,AUI-10229,"15596 W Roxford St, Los Angeles, CA",34.3116785,-118.4712724,91312,6037106510,212807.2061,51804.43853,51614.16311,82318.8136,27069.79086,56837.38593,45021.80193,11815.584,13439.74838,13148.86285,16126.09881,14122.67589,59799.29686,145744.6962,235.6886134,11826.28206,100865.5142,6290.964098,60761.72595,5066.185987,6007.933813,87166.28877,75103.52459,12062.76417,10397.41939,69140.23103,12441.18977,12031.12183,7058.755838,194.2156919,16554.78219,4214.454116,8611.876879,59458.60512,2621.219195,107864.6402,-0.32656963,35.25907557,80858.39966,3.313677939,3915.898724,537805.3976,1368.759029,121,346:09:00,109.57,2017.355,1.702046149
68,AUI-10247,"13194 W Sherman Way, Los Angeles, CA",34.2011905,-118.4515324,91405,6037127220,572326.1912,129506.2146,153403.6977,224886.7696,64529.50935,185539.8608,123230.1232,62309.73756,37508.27533,34652.88641,52719.25307,60659.44595,146436.7081,404090.6464,1236.576081,27610.45197,290572.5153,23382.30534,143801.1227,31257.0387,37837.54189,236689.5333,208155.3578,28534.17554,33385.59854,201930.5463,24633.232,47394.89451,16219.30036,394.5421546,39917.1557,12952.65818,16965.68292,193457.4163,7917.555523,351056.1558,-0.197957501,31.81193102,73847.81793,3.201453095,10601.64603,579931.9555,5573.087829,25,65:38:00,2.08,393.226,2.705201734
69,AUI-10251,"1348 Abbot Kinney Blvd, Los Angeles, CA",33.990557,-118.4664823,90291,6037273502,350124.8835,50614.95529,108922.2868,141272.2029,49315.43858,162507.0691,71014.90841,91492.16071,8347.463739,12664.11433,35312.7043,106182.7868,71167.40781,267497.6,259.9208032,10869.46236,207823.4456,12214.66809,84071.24779,25495.84923,24975.00037,153725.1708,141865.4506,11859.72028,10812.24161,133706.317,18909.41638,39311.55294,15545.9985,350.1608046,31663.68315,5369.002266,15857.19754,176888.0775,14381.00835,311089.1769,-0.389575208,28.15716916,109513.9478,2.198748792,9887.506088,1291113.236,8083.580153,96,258:10:00,106.31,1318.231,1.057303313
70,AUI-10267,"13629 W Sherman Way, Los Angeles, CA",34.2019429,-118.4512499,91401-2649,6037127220,573885.7019,129938.0251,153987.1552,225351.5844,64608.9372,185509.6121,123393.2861,62116.32605,37777.41924,34801.59828,52694.70715,60235.88746,146962.0169,405055.5606,1243.763115,27736.09214,291190.8868,23412.33903,144340.7972,31229.0666,37843.03381,237282.3298,208629.6273,28652.70247,33437.27913,202421.0918,24747.61363,47345.41952,16278.3539,398.4079806,39957.63638,12998.0747,16963.11527,193399.1061,7889.493997,350930.8391,-0.194949881,31.77597297,73291.22038,3.213796463,10630.21164,574711.069,5517.95335,12,27:49:00,6.58,76.58,1.842014457
71,AUI-10249,"3773 Motor Ave, Los Angeles, CA",34.0209031,-118.4045579,90034-5702,6037269903,583301.2604,95144.10141,178184.9155,227877.7043,82094.53916,252858.2728,120919.2544,131939.0183,18082.4165,24204.62176,63768.89684,146802.3377,137883.4355,427076.6507,485.0026647,24675.85002,323198.5723,20315.79886,155092.1705,38741.13781,43759.40572,246271.6071,226696.1689,19575.43821,21865.22717,205317.1891,34465.60679,57210.87729,25603.24455,601.6545741,53688.06318,10194.24475,26708.43181,274482.5072,21624.23449,481239.9675,-0.123500772,27.33771177,92130.22743,2.31847026,10855.26992,986589.5598,10901.69287,126,440:55:00,212.56,1887.829,1.508422013
72,AUI-10236,"840 Imperial Hwy, Los Angeles, CA",33.9308114,-118.2907242,90047-4899,6037241202,726834.0315,200488.2387,192111.3679,263960.0924,70274.33237,207921.4386,151458.5465,56462.8921,64852.74681,50917.21216,62876.80591,29274.67369,211713.7311,482639.1412,2132.37411,41189.99931,312549.8833,29223.18159,206841.3619,34264.58254,45177.95764,257969.2721,222795.4166,35173.85555,73091.53495,228504.1585,37563.8986,31834.18556,14241.49733,406.1433264,49927.28928,20026.99571,23792.42679,218262.9266,10341.48802,385654.7153,0.612357306,31.80373698,49826.44331,3.479140398,13386.26447,382957.5472,1759.457397,18,45:07:00,84.45,165.544,1.357509435
73,AUI-10233,"4121 Valley Blvd, Los Angeles, CA",34.06483,-118.194347,90032,6037201402,603822.6395,127596.519,170956.6099,229058.172,76211.33858,193211.0393,123036.1463,70174.89305,57059.97288,33730.40038,44381.27062,58039.39546,154719.5909,427802.0525,1355.200749,28395.39614,283261.2087,23686.9357,184565.5385,34073.99955,35730.96226,215685.1454,186693.3017,28991.84369,38582.79545,196708.7987,31865.96193,34923.73231,19236.01894,526.6967623,49350.96907,18003.83967,17146.44541,206438.8905,13227.8512,352068.6715,0.142493864,30.84887426,58501.01237,3.049873196,11155.49929,545324.8441,5378.817179,111,188:55:00,262.68,1119.677,1.587543083
74,AUI-10231,"1862 Robertson Blvd, Los Angeles, CA",34.0452966,-118.3865051,90035-4232,6037269500,601928.0771,94909.7231,189087.6278,234268.1361,83662.59015,263335.5316,119022.9388,144312.5928,20460.2229,27654.01918,66859.2895,148362.0001,141193.9655,443221.5167,348.9558431,26296.30721,334391.0549,20713.82214,162385.5774,42315.74767,49933.65951,252734.1416,233416.0152,19318.12637,22301.9634,212860.6317,34068.7836,62507.17954,24454.07647,500.3836546,54754.91609,11761.8949,24421.39077,288645.8596,25310.32802,498202.9278,-0.153926383,27.59490448,94728.35912,2.350059203,11086.53153,1101707.552,10506.60991,70,207:03:00,173.01,934.29,2.83050213
75,AUI-10238,"8931 Venice Blvd, Los Angeles, CA",34.0288024,-118.3898835,90034,6037270100,599474.9186,100792.6513,175808.2401,237852.2169,85021.81042,259293.2888,125750.2774,133543.0114,20932.11928,26900.35741,67092.30447,144368.5076,135886.1071,444470.8267,494.0145659,21980.434,330333.0942,20730.14054,158358.9516,40136.09393,46220.70787,254588.514,234330.5984,20257.91556,23996.09369,210698.1272,34933.55705,58908.58561,25234.35031,558.4740897,55991.43734,11266.84978,27656.86788,281951.567,22658.27826,492249.6294,-0.11913469,27.80340569,89302.12412,2.353797571,11051.87686,995572.5511,10157.38301,12,17:12,13.91,98.873,2.008304835
76,AUI-10289,"4940 Paso Robles Ave, Los Angeles, CA",34.1609594,-118.5018593,91316-3402,6037139600,320804.4589,68430.76009,77330.27748,130676.0632,44367.3581,116844.4915,74083.33139,42761.16013,13999.62269,17811.47541,33165.64701,51867.74641,78415.5142,230881.0285,448.1061026,13951.17995,167464.9297,12010.90823,80636.88504,18015.46085,20910.41922,134656.5689,120363.0481,14293.52078,17095.87922,110463.7417,13877.86221,33273.45019,9521.009878,328.8657155,27309.51192,6793.108667,11789.35002,122783.1173,5938.625812,223440.0553,-0.617565495,32.15112014,129513.8097,2.79486572,5924.243417,1001751.273,6001.719555,71,146:56:00,4.35,800.247,1.60602114
77,AUI-10285,"10928 W Pico Blvd, Los Angeles, CA",34.0389882,-118.4303435,90064,6037267800,530617.642,81066.37352,170531.937,200882.0034,78137.32801,234066.5155,106443.5031,127623.0124,12826.52414,19246.8234,52141.45534,149851.7126,127441.403,387372.4222,300.6685799,24761.58446,297731.8337,17848.44592,142846.0606,34689.38512,38445.02446,219530.1266,202508.7189,17021.40774,16466.3411,185309.1793,30162.87051,58678.15459,23050.26194,531.3673234,48655.62232,8353.664872,22314.14694,256345.8017,22279.28621,446383.077,-0.299686878,26.02692427,113039.48,2.334644333,9885.954959,1266769.646,12139.53689,12,24:52:00,17.25,93.621,1.490009622
